name	size	sha256	role	tracked
build/persistent-root-local-image-fast-attest-v33-generation54-20260814-r1/repack/stable-recovery-a.avb.img	100663296	0832ddd484ad00ed3bcda184f1b75ce688c89ead4c52a1f97e93f9a058b0b75a	consumed Generation 54 read-only local-image Arch cycle; UFS, exact userdata and 16 GiB image, both ro,noload ext4 mounts, tmpfs OverlayFS, switch_root, systemd, NCM, and key-only SSH reached; retained musl BusyBox then failed with ENOENT because its loader was not invoked; exact Alpine fallback and host cleanup passed; retain offline only; never retry or flash	no
build/persistent-root-local-image-loader-v34-generation55-20260814-r1/repack/stable-recovery-a.avb.img	100663296	c3cd5d584c959b8d78eab54e4b1547a6c24e06677d8c9a827275bc7cfc5b06da	consumed Generation 55 read-only local-image Arch cycle; exact UFS, userdata and 16 GiB image, both ro,noload ext4 mounts, tmpfs OverlayFS, switch_root, systemd, retained-loader attestation, NCM, and strict key-only SSH passed; normal reboot and exact Alpine fallback passed; retain offline only; never retry or flash	no
build/persistent-root-local-image-loader-v34-generation56-20260814-r1/repack/stable-recovery-a.avb.img	100663296	b095064285f764c86e3818b392d12383e4fb9f839ec32b1ad7937172a0684546	consumed Generation 56 read-only local-image repeat cycle; exact UFS, userdata and 16 GiB image, both ro,noload ext4 mounts, tmpfs OverlayFS, switch_root, systemd, retained-loader attestation, NCM, strict key-only SSH, and timing capture passed; normal reboot and exact Alpine fallback passed; retain offline only; never retry or flash	no
build/persistent-root-local-image-volatile-v35-generation57-20260814-r1/repack/stable-recovery-a.avb.img	100663296	425346d1fa88586f20b61d333cbff28c6435e6b099e414d2fe2cf58dce6cc04f	consumed Generation 57 volatile-systemd local-image cycle; exact UFS, userdata and 16 GiB image, two ro,noload ext4 mounts, tmpfs OverlayFS, verified volatile update markers, headless vconsole mask, retained musl-loader attestation, strict key-only SSH, systemd timing, normal reboot, and exact Alpine fallback passed in 305.928 seconds; retain offline only; never retry or flash	no
build/persistent-root-local-image-ed25519-v36-generation58-20260814-r1/repack/stable-recovery-a.avb.img	100663296	38bc065959a88f4f51f13cc3443a8bd02dda61d8813150821d561239bd02a4f0	consumed Generation 58 Ed25519-only local-image cycle; exact UFS, userdata and 16 GiB image, two ro,noload ext4 mounts, tmpfs OverlayFS, exact per-boot Ed25519 host key in 28 ms, stock all-key generator masked in volatile runtime, retained musl-loader attestation, strict key-only SSH, systemd timing, normal reboot, and exact Alpine fallback passed in 333.446 seconds; retain offline only; never retry or flash	no
build/persistent-root-local-image-write-v37-generation59-20260814-r1/repack/stable-recovery-a.avb.img	100663296	b349d27e41ba2ad1bda9e06e681e3eb8faae9d1f8b32a13943476e63eb997578	consumed Generation 59 bounded-write cycle; exact UFS, userdata, and read-only image resolution passed, terminal image-write failed before the image filesystem was mounted read-write, no marker ancestry exists, and exact Alpine fallback plus host cleanup passed; retain offline only; never retry or flash	no
build/persistent-root-local-image-write-diag-v38-generation60-20260814-r1/repack/stable-recovery-a.avb.img	100663296	b4cbabb688f513db7939670fa1f6068065b6e6130c3418350c78421ee64ff18e	consumed Generation 60 bounded-write discriminator; exact UFS, userdata, and read-only image resolution passed, then image-write-window failed before outer userdata RW; image remained clean with mount count one and no marker ancestry; exact PS_HOLD Alpine fallback and host cleanup passed; retain offline only; never retry or flash	no
build/persistent-root-local-image-write-window-v39-generation61-20260814-r1/repack/stable-recovery-a.avb.img	100663296	8215928fc9c68414e90f50401238a4539b3f0f101c7834f3fce242b71ee3606d	consumed Generation 61 write-window discriminator; UFS, exact userdata and image, userdata unmount, read-only precheck, and both BLKROSET calls passed; effective blockdev read-only-state verification failed before any RW mount, loop, marker, or persistent write; image remained clean with mount count one and no marker ancestry; exact Alpine fallback and host cleanup passed; retain offline only; never retry or flash	no
build/persistent-root-local-image-write-roclass-v40-generation62-20260814-r1/repack/stable-recovery-a.avb.img	100663296	1e19474e2536305f4845346d800e054959408a8ecd5e7dd0ba4cb43272a96ef8	consumed Generation 62 effective-readonly discriminator; parent disk remained effectively read-only after both BLKROSET calls; no RW mount, loop, marker, or persistent write; exact Alpine fallback and clean marker-free image passed; never retry or flash	no
build/persistent-root-local-image-write-contained-v41-generation63-20260814-r1/repack/stable-recovery-a.avb.img	100663296	159bf683100ad25aa9512a21ed2d24f91625b25597563eebe4d13bc42223b55a	consumed Generation 63 contained-write cycle; exact write window, outer userdata RW, and writable loop passed, then missing /mnt/probe-root prevented the inner ext4 mount before any inner-filesystem or UFS data write; exact Alpine fallback and clean marker-free image passed; never retry or flash	no
build/persistent-root-local-image-write-mountpoint-v42-generation64-20260814-r1/repack/stable-recovery-a.avb.img	100663296	9e7fa77363afd7afceceb772d4d4c4b7d7a651e38ea9c44354604c4334da818b	consumed Generation 64 contained-write cycle; exact marker persisted and the image remained clean, then the aggregate UFS-health gate deliberately rolled back; exact Alpine fallback passed; never retry or flash	no
build/persistent-root-local-image-post-write-v43-generation65-20260814-r1/repack/stable-recovery-a.avb.img	100663296	80a4c775d973a2fc9d2159e48e87c21501339ce27a0226b35bbd7cd723e66fa1	consumed Generation 65 read-only cycle; the sealed initramfs omitted all four deferred UFS modules, so UFS discovery timed out before storage enumeration; exact Alpine fallback and host cleanup passed; never retry or flash	no
build/persistent-root-local-image-ufs-detail-v44-generation66-20260814-r1/repack/stable-recovery-a.avb.img	100663296	d4d95e010810e09a209f0cde8f82e3d36e28c20dfa1b5aa899b5873c1ee36412	consumed Generation 66 module-restored local-image Arch cycle; exact UFS, two ro,noload ext4 layers, persisted marker, volatile overlay, strict key-only SSH, normal reboot, and exact Alpine fallback passed; never retry or flash	no
build/persistent-root-local-image-early-ssh-v45-generation67-20260814-r1/repack/stable-recovery-a.avb.img	100663296	0bd1b6b8fddc27a5b4860036a13406f5cf4897c0ae84761a835868c0db086953	consumed Generation 67 early-SSH local-image cycle; exact UFS, two ro,noload ext4 layers, persisted marker, early strict key-only SSH, storage attestation, normal reboot, and exact Alpine fallback passed; lifecycle acceptance failed because recovery ACM closed before the post-claim response; never retry or flash	no
build/persistent-root-local-image-early-ssh-v45-generation68-20260814-r1/repack/stable-recovery-a.avb.img	100663296	f7e42f5292cd41bd25296d6bef4a62d63d227d1961437a125fcbd359838dba4b	consumed Generation 68 host-departure-classifier cycle; corrected recovery departure, exact UFS/local-image/P2, and later same-boot strict SSH passed; the first cold authenticated SSH session exceeded the host deadline; normal reboot and exact Alpine fallback passed; never retry or flash	no
build/persistent-root-local-image-early-ssh-v45-generation69-20260814-r1/repack/stable-recovery-a.avb.img	100663296	4dfc0efc92b511b424b7d9db115d692c79b0366459e23582421cd37d9c307a65	consumed Generation 69 authenticated-SSH-rendezvous cycle; exact UFS/local-image/P2 and later same-boot runtime passed; a status-zero cold SSH response carried unretained extra startup output and was rejected before runtime; normal reboot and exact Alpine fallback passed; never retry or flash	no
build/persistent-root-local-image-early-ssh-v45-generation70-20260814-r1/repack/stable-recovery-a.avb.img	100663296	0f8352ad767ffb77def5e2ac644af994c0df577c89f6051f87e1e8fb49b6635d	consumed Generation 70 bounded-startup-output local-image cycle; exact UFS/local-image/P2, one authenticated marker amid 175 bounded startup bytes, strict runtime at 243.46 seconds uptime, normal reboot, exact Alpine fallback, and host restoration passed in 326.300 seconds; never retry or flash	no
build/persistent-root-power-usb-v1-generation77-20260821-r1/repack/stable-recovery-a.avb.img	100663296	12f6a8559fae1824b2a82234edaf159f051c38956c0b8a6d528432ac2ae51f2f	consumed Generation 77 combined-stack cycle; exact recovery/bundle transfer and target NCM passed, then target rolled back after 2.77 seconds before UFS/SSH evidence; pdr_interface retained the V18-proven rejected BTF section; exact stock slot-A fallback passed; never retry or flash	no
build/persistent-root-power-usb-v2-generation78-20260821-r1/repack/stable-recovery-a.avb.img	100663296	bbb21edd2d3b363569d62d5afbe08c19b6a758940a05c863642b098135d78d54	consumed Generation 78 no-BTF PDR cycle; target advanced to exact ufs-ready stage sequence 3, then the power/USB loader returned legacy generic failure before UFS and forced rollback; exact stock slot-A fallback and cleanup passed; R3 component-level cause unresolved; never retry or flash	no
build/persistent-root-power-usb-v3-generation79-20260822-r1/repack/stable-recovery-a.avb.img	100663296	2e49097855eaee747d5935e2d1a6dfe28a42a99396bcafc670db47e3bf388623	consumed Generation 79 power/USB failure-code cycle; target reported power-usb-typec-data-role because the loader rejected valid role-switch text host [device] before checking source [sink]; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash	no
build/persistent-root-power-usb-v4-generation80-20260822-r1/repack/stable-recovery-a.avb.img	100663296	f948a480806805b7726e3de5fd2f1def3b457a82219d0e8fa8a3ad7ca94d0ae9	consumed Generation 80 bracketed-Type-C-role cycle; exact power/USB, deferred UFS, storage lock, and userdata resolution passed, then generic userdata-mount failed before local-image resolution; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash	no
build/persistent-root-power-usb-v5-generation81-20260822-r1/repack/stable-recovery-a.avb.img	100663296	6856794c55777c8f473a23a5a2cee55c57c9d652122b57da048e516da2f63ce5	consumed Generation 81 userdata-mount discriminator; exact target detail userdata-mount-call proves the ext4 mount syscall failed before post-mount checks; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash	no
build/persistent-root-power-usb-v6-generation82-20260822-r1/repack/stable-recovery-a.avb.img	100663296	e040c38cbbd311310899f2b4e55cb4bbfbc8c62c12f3c040d06f58469802fb60	consumed Generation 82 classifier cycle; mount retained status 255/EINVAL, but blkid exposed no recognized type and dumpe2fs remained type-gated; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash	no
build/persistent-root-power-usb-v7-generation83-20260822-r1/repack/stable-recovery-a.avb.img	100663296	b1e69cbdb2a379d763a65c2841182b2e3f163ad7648da5fc470b75bba4092517	consumed Generation 83 direct-magic cycle; BusyBox od duplicate-line compression prevented exact magic classification; mount retained status 255/EINVAL; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash	no
build/persistent-root-power-usb-v8-generation84-20260822-r1/repack/stable-recovery-a.avb.img	100663296	88075dba4a8564fa21d73c69d696b64813dc024389a5d097be345f7cd9f302bb	consumed Generation 84 verbatim-magic cycle; raw userdata remained type/magic-opaque and ext4 mount returned status 255/EINVAL, consistent with WW33 dm-default-key metadata encryption; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash	no
configs/recovery-candidates/headless-netroot-early-diag-v2.json	1411	f23626d6ad0b15a660835bd8419cde40a8f8c3c79f83b6feca5cb57952f7b1ab	tracked single-attempt diagnostic candidate using bounded cold-boot SSH acceptance, exact a600000.usb UDC selection, and sealed NFSv4 xattr projection; current write-side diagnostic identity	yes
artifacts/early-target-diagnostic-v8/rog5-early-target-diag	67288	437747043b5d606d82e00c37b8a3e45f54a96cdb9c5c22780bb285ab10650a9d	reproducible AArch64 reporter with fail-closed early full-UCSI charging milestones; current qualified v8 component	no
artifacts/early-target-diagnostic-v7/rog5-early-target-diag	67288	6a87ffa7bcbef1dcef9353d2ada3b34888f6bcb881fe38d417c3ae97e6767d01	reproducible AArch64 reporter with the strict key-only SSH acceptance milestone; retained qualified v7 component	no
artifacts/early-target-diagnostic-v7/rog5-early-target-diagnostic-initramfs.cpio.gz	6014751	635e641c62f894d4bc150cd3fec9ae965f0f9a769ff7b856ad5ca2432530ed2b	reproducible bounded diagnostic initramfs with exact UDC/NFS semantics and stage-150 SSH evidence; current offline target payload	no
artifacts/early-target-diagnostic-v7/early-target-diagnostic-initramfs-rebuild.txt	992	086df246365711046398c9298dfe286a371045b45b81cb99cd6f155f675e3e8c	qualified rootless AArch64 clean-twin rebuild provenance for the v7 target payload	no
artifacts/early-target-diagnostic-v6/rog5-early-target-diag	67288	26249252916cf0f2cfba1547a845ef15caa07f6abc77c5149f1662f0a168bafa	reproducible AArch64 host-port-classifying reporter; byte-identical to v4 and retained as a qualified v6 component	no
artifacts/early-target-diagnostic-v6/rog5-early-target-diagnostic-initramfs.cpio.gz	6015241	2efd30e6f5a8796734dda00145af2e839c26b262a480396fb25017384d91acf4	reproducible bounded diagnostic initramfs with exact a600000.usb UDC selection and sealed NFSv4 xattr projection; current offline target payload	no
artifacts/early-target-diagnostic-v6/early-target-diagnostic-initramfs-rebuild.txt	992	d5424e57ff4df57f9f6f42776348ae98c4bcfe67848bfc267d01871c6824e5ba	qualified rootless AArch64 clean-twin rebuild provenance for the v6 target payload	no
artifacts/early-target-diagnostic-v4/rog5-early-target-diag	67288	26249252916cf0f2cfba1547a845ef15caa07f6abc77c5149f1662f0a168bafa	reproducible AArch64 host-port-classifying reporter; byte-identical to v3 and retained as a qualified v4 component	no
artifacts/early-target-diagnostic-v4/rog5-early-target-diagnostic-initramfs.cpio.gz	6013387	23022b9627f5b8253226db6fe71e94d6196c8129cc50afae3b2ca1b8fdb182d4	reproducible bounded diagnostic initramfs with exact a600000.usb mainline UDC selection and terminal USB-step evidence; retained historical payload	no
artifacts/early-target-diagnostic-v4/early-target-diagnostic-initramfs-rebuild.txt	992	3043afef9f4b37ea5c57d4ca90bee22035847954afe547e83ab8c23a3dfb82c7	qualified rootless AArch64 clean-twin rebuild provenance for the v4 target payload	no
artifacts/early-target-diagnostic-v3/rog5-early-target-diag	67288	26249252916cf0f2cfba1547a845ef15caa07f6abc77c5149f1662f0a168bafa	reproducible AArch64 host-port-classifying reporter; offline component only, no candidate or boot authority	no
artifacts/early-target-diagnostic-v3/rog5-early-target-diagnostic-initramfs.cpio.gz	6013458	94edd6254403759db423970e8cd313e4edde2e744f042f87f9f59815f8bbcffc	reproducible bounded host-rendezvous diagnostic initramfs; offline component only, not a candidate	no
artifacts/early-target-diagnostic-v3/early-target-diagnostic-initramfs-rebuild.txt	992	07417f71f00be35fa17c4fced056c414a0c759dacd33bdfc3c73264dda83fa4a	qualified rootless AArch64 twin-build provenance for the v3 offline component	no
artifacts/early-target-diagnostic-v2/rog5-early-target-diag	67288	0b5d318e129e4d19c8bf2be8647fc4c3df64535c46347d4ae64e5a7cdb727bc1	reproducible AArch64 single-attempt stage-75 reporter with exact route-loss classification; ignored rebuild output	no
artifacts/early-target-diagnostic-v2/rog5-early-target-diagnostic-initramfs.cpio.gz	6011687	71537ca0cfdfcf8f7dbf26cc2eb6585bac025bea08526a7e22d62df60fa0c58e	reproducible single-attempt stage-75 v2 diagnostic initramfs; offline successor payload	no
artifacts/early-target-diagnostic-v2/early-target-diagnostic-initramfs-rebuild.txt	992	cb5c3397bf6a2a13785f9328f5d3cbccbf34df3b712985e48a81ae46639bfd7a	qualified rootless AArch64 rebuild provenance for the single-attempt stage-75 v2 payload	no
build/stage75-v2-offline-20260805-a/recovery/ephemeral-public.raw	32	58950b2101dca0702f2c436015bbb21eb6535e4e06f74808c2f8183c9da27268	disposable authority-free Ed25519 trust root for offline stage-75 v2 proof	no
build/stage75-v2-offline-20260805-a/recovery/initramfs-a/rog5-stable-recovery.cpio.gz	7596405	a38b61462468272c8d8409461d7318cfc442c3a4707a624e9f8ab1751ef047a4	byte-identical twin stable-recovery initramfs for offline stage-75 v2 proof	no
build/stage75-v2-offline-20260805-a/wrapper/wrapper-a/asus-kexec-stage/arch/arm64/boot/Image	50498048	7a6c2a19c7a00a2699fd598b4fc3ad5fed680bf2cd9cb7cfa7bafa783d9fe563	byte-identical twin ASUS 5.4 wrapper kernel embedding the stage-75 v2 recovery	no
build/stage75-v2-offline-20260805-a/wrapper/repack/stable-recovery-a.raw.img	58101760	406b2497bff8174b01119e4bcfa4dddb544df3de8fdb9168d80e88708f20a995	byte-identical twin raw wrapper for offline stage-75 v2 proof; not boot-authorized	no
